"UMAP_1","UMAP_2","curve_order_value","Lineage","order"
-5.34643051279185,0.206097021219752,4,"Lineage_3",4
-5.24554569314922,0.222153933335484,5,"Lineage_3",5
-5.14466087350659,0.238210845451216,6,"Lineage_3",6
-5.04377605386396,0.254267757566948,7,"Lineage_3",7
-4.94289123422133,0.27032466968268,8,"Lineage_3",8
-4.84200641457869,0.286381581798412,9,"Lineage_3",9
-4.74112159493606,0.302438493914144,10,"Lineage_3",10
-4.64023677529343,0.318495406029876,11,"Lineage_3",11
-4.5393519556508,0.334552318145608,12,"Lineage_3",12
-4.43846713600817,0.35060923026134,13,"Lineage_3",13
-4.33758231636554,0.366666142377072,14,"Lineage_3",14
-4.23669090494538,0.382681134068053,15,"Lineage_3",15
-4.13573274619688,0.398269612029298,16,"Lineage_3",16
-4.03471522809981,0.413468802986464,17,"Lineage_3",17
-3.93364615019944,0.428321215748618,18,"Lineage_3",18
-3.83251564405691,0.44274966303605,19,"Lineage_3",19
-3.7313101287637,0.456642604982455,20,"Lineage_3",20
-3.63004736959604,0.470111978935654,21,"Lineage_3",21
-3.52872245237702,0.483105097565105,22,"Lineage_3",22
-3.42733500380566,0.495600147684143,23,"Lineage_3",23
-3.32586177475863,0.507375605087355,24,"Lineage_3",24
-3.22431286200801,0.518479870181427,25,"Lineage_3",25
-3.12268910630001,0.528875332493264,26,"Lineage_3",26
-3.02099025271567,0.538506468190803,27,"Lineage_3",27
-2.91921231468536,0.547257798727348,28,"Lineage_3",28
-2.81735580488573,0.555039118187804,29,"Lineage_3",29
-2.71542725843543,0.561811546044555,30,"Lineage_3",30
-2.61343022864541,0.567445346233167,31,"Lineage_3",31
-2.51136807901356,0.571725951205168,32,"Lineage_3",32
-2.40925489933661,0.574543366581242,33,"Lineage_3",33
-2.30711156254244,0.575803633406024,34,"Lineage_3",34
-2.20496331740572,0.575216684614694,35,"Lineage_3",35
-2.10285142353972,0.572472670607261,36,"Lineage_3",36
-2.00082907780264,0.56738230108266,37,"Lineage_3",37
-1.89895400752973,0.559918423492091,38,"Lineage_3",38
-1.79732125371753,0.549708570148182,39,"Lineage_3",39
-1.69605982298662,0.536306489420579,40,"Lineage_3",40
-1.59526676723142,0.519748732135962,41,"Lineage_3",41
