gene
PRDM2
KAZN
TMEM51
AL031283.1
EFHD2
CTRC
CASP9
DNAJC16
AGMAT
AL121992.1
DDI2
PLEKHM2
AL450998.3
SLC25A34
UQCRHL
AL450998.2
SPEN
ZBTB17
ARHGEF19
CPLANE2
FBXO42
SZRD1
SPATA21
NECAP2
AL137802.2
NBPF1
CROCC
BX284668.5
BX284668.6
AL049569.1
ATP13A2
SDHB
PADI2
PADI4
RCC2
ARHGEF10L
ALDH4A1
IFFO2
UBR4
EMC1-AS1
EMC1
MRTO4
AKR7A2
SLC66A1
CAPZB
MICOS10
AL031727.2
NBL1
TMCO4
OTUD3
PLA2G2A
PLA2G2D
UBXN10-AS1
UBXN10
CAMK2N1
MUL1
PINK1
PINK1-AS
DDOST
AL663074.1
HP1BP3
EIF4G3
ECE1
AL031728.1
NBPF3
ALPL
RAP1GAP
USP48
LDLRAD2
HSPG2
LINC01635
LINC00339
CDC42
CDC42-AS1
WNT4
AL445253.1
ZBTB40
KDM1A
AL031428.1
LUZP1
HNRNPR
ZNF436
ZNF436-AS1
ASAP3
E2F2
ID3
AL450043.1
MDS2
RPL11
ELOA-AS1
ELOA
PITHD1
LYPLA2
GALE
HMGCL
FUCA1
CNR2
PNRC2
SRSF10
IFNLR1
STPG1
NIPAL3
RCAN3AS
RCAN3
NCMAP-DT
NCMAP
SRRM1
CLIC4
RUNX3
SYF2
AL031432.4
AL031432.5
RSRP1
TMEM50A
RHCE
MACO1
LDLRAP1
AL606491.1
SELENON
AL020996.1
MTFR1L
AUNIP
AL033528.2
PAQR7
STMN1
PAFAH2
PDIK1L
AL391650.1
ZNF593
CNKSR1
CEP85
SH3BGRL3
UBXN11
CD52
CRYBG2
DHDDS
HMGN2
RPS6KA1
ARID1A
PIGV
ZDHHC18
GPN2
GPATCH3
NUDC
KDF1
TRNP1
SLC9A1
WDTC1
TMEM222
SYTL1
MAP3K6
GPR3
WASF2
BX293535.1
AHDC1
FGR
IFI6
AL020997.5
FAM76A
STX12
AL020997.4
PPP1R8
THEMIS2
RPA2
SMPDL3B
AL512288.1
XKR8
EYA3
PTAFR
DNAJC8
ATP5IF1
AL353622.1
SESN2
MED18
PHACTR4
RCC1
SNHG3
TRNAU1AP
SNHG12
TAF12
LINC01715
AL360012.1
GMEB1
YTHDF2
EPB41
SRSF4
MECR
MATN1
MATN1-AS1
AL137857.1
LAPTM5
SDC3
PUM1
SNRNP40
ZCCHC17
AL451070.1
SERINC2
LINC01226
PEF1
AC114488.2
AL136115.2
PTP4A2
AL136115.3
KHDRBS1
AL445248.1
TMEM39B
KPNA6
TXLNA
CCDC28B
IQCC
TMEM234
EIF3I
FAM167B
LCK
HDAC1
MARCKSL1
TSSK3
FAM229A
BSDC1
ZBTB8A
ZBTB8OS
RBBP4
SYNC
KIAA1522
YARS
S100PBP
TMEM54
AL031602.2
RNF19B
AL020995.1
AK2
AZIN2
TRIM62
ZNF362
AL513327.1
PHC2
ZSCAN20
SMIM12
DLGAP3
TMEM35B
ZMYM6
ZMYM1
SFPQ
ZMYM4
ZMYM4-AS1
KIAA0319L
NCDN
AC004865.2
TFAP2E
PSMB2
C1orf216
CLSPN
AGO4
AGO1
AGO3
AL138787.2
ADPRHL2
COL8A2
TRAPPC3
MAP7D1
THRAP3
SH3D21
EVA1B
STK40
LSM10
OSCP1
MRPS15
GRIK3
LINC01137
ZC3H12A
MEAF6
SNIP1
GNL2
AL513220.1
C1orf109
CDCA8
MANEAL
AL929472.3
YRDC
C1orf122
MTF1
INPP5B
SF3A3
FHL3
UTP11
POU3F1
LINC01685
RRAGC
AL139260.1
MYCBP
RHBDL2
AKIRIN1
NDUFS5
MACF1
BMP8A
PABPC4
PABPC4-AS1
HPCAL4
PPIE
BMP8B
OXCT2
AL033527.3
AL033527.4
TRIT1
MYCL
MFSD2A
CAP1
PPT1
RLF
AL050341.2
ZMPSTE24
COL9A2
SMAP2
AL031985.4
ZFP69B
AL031985.3
ZFP69
AL603839.3
EXO5
ZNF684
RIMS3
AL031289.1
NFYC-AS1
NFYC
CITED4
CTPS1
SLFNL1-AS1
SCMH1
AC093151.8
FOXO6
HIVEP3
FOXJ3
RIMKLA
ZMYND12
PPCS
CCDC30
PPIH
AC098484.4
YBX1
P3H1
C1orf50
TMEM269
SVBP
ERMAP
AL512353.1
ZNF691
SLC2A1
SLC2A1-AS1
EBNA1BP2
CFAP57
TMEM125
AL139289.2
CDC20
ELOVL1
MED8
AL139289.1
SZT2
HYI
KDM4A
KDM4A-AS1
ST3GAL3
AL357079.1
IPO13
DPH2
ATP6V0B
B4GALT2
CCDC24
SLC6A9
AL139220.2
DMAP1
ERI3
RNF220
TMEM53
ARMH1
KIF2C
AL592166.1
RPS8
BEST4
PLK3
BTBD19
PTCH2
EIF2B3
HECTD3
UROD
ZSWIM5
LINC01144
HPDL
MUTYH
TOE1
TESK2
CCDC163
MMACHC
PRDX1
AKR1A1
NASP
CCDC17
GPBP1L1
TMEM69
IPP
MAST2
PIK3R3
TSPAN1
POMGNT1
RAD54L
LRRC41
UQCRH
NSUN4
FAAH
MKNK1
MOB3C
ATPAF1
EFCAB14
STIL
CMPK1
FOXD2
SPATA6
AGBL4
BEND5
FAF1
AL049637.1
CDKN2C
LINC01562
RNF11
TTC39A
EPS15
AC104170.1
OSBPL9
NRDC
AL050343.2
RAB3B
TXNDC12
KTI12
AL445685.1
BTF3L4
ZFYVE9
CC2D1B
AL513218.2
ORC1
PRPF38A
TUT4
GPX7
SHISAL2A
COA7
ZYG11B
ZYG11A
ECHDC2
SCP2
CPT2
CZIB
AL606760.3
MAGOH
AL606760.1
LRP8
LINC01771
LINC02812
NDC1
YIPF1
HSPB11
LRRC42
TMEM59
TCEANC2
CYB5RL
MRPL37
SSBP3
TTC4
PARS2
TTC22
DHCR24
USP24
MIR4422HG
AL603840.1
AC119674.1
PLPP3
DAB1
OMA1
AL035411.3
MYSM1
JUN
LINC01135
LINC02777
LINC01358
AC093425.1
FGGY
HOOK1
NFIA
TM2D1
AC099791.2
PATJ
L1TD1
USP1
DOCK7
ATG4C
ALG6
ITGB3BP
EFCAB7
DLEU2L
PGM1
ROR1
ROR1-AS1
RAVER2
JAK1
AK4
DNAJC6
LEPROT
LEPR
PDE4B
WDR78
MIER1
SLC35D1
IL12RB2
SERBP1
GADD45A
GNG12
DEPDC1
LRRC7
LRRC40
SRSF11
ANKRD13C
HHLA3
CTH
ZRANB2-AS1
ZRANB2
ZRANB2-AS2
LRRIQ3
FPGT
TNNI3K
CRYZ
TYW3
SLC44A5
ACADM
RABGGTB
MSH4
ST6GALNAC3
PIGK
AC118549.1
USP33
MIGA1
NEXN
FUBP1
DNAJB4
GIPC2
AC103591.3
IFI44L
IFI44
LINC01781
LINC01362
LINC01725
TTLL7
AL359504.2
PRKACB
RPF1
GNG5
SPATA1
CTBS
AL359762.1
SSX2IP
MCOLN2
SYDE2
C1orf52
BCL10
AL078459.1
DDAH1
ZNHIT6
COL24A1
ODF2L
CLCA4-AS1
AL049597.2
SH3GLB1
SELENOF
HS2ST1
LMO4
PKN2-AS1
PKN2
GTF2B
KYAT3
RBMXL1
GBP3
GBP1
GBP2
GBP4
AC099063.4
GBP5
AC099063.1
AL596214.1
LRRC8B
LRRC8C-DT
AC093423.2
LRRC8C
AC099568.2
LRRC8D
ZNF326
LINC02609
ZNF644
HFM1
CDC7
BTBD8
GLMN
RPAP2
GFI1
EVI5
RPL5
DIPK1A
MTF2
TMED5
CCDC18
CCDC18-AS1
DR1
FNBP1L
BCAR3
AL049796.1
DNTTIP2
GCLM
AC118469.2
ABCD3
F3
CNN3
AC105942.1
ALG14
TLCD4
AC092802.1
RWDD3
PTBP2
DPYD
DPYD-AS1
FRRS1
AGL
AC118553.1
SLC35A3
MFSD14A
AC093019.2
SASS6
TRMT13
LRRC39
DBT
AL445928.2
RTCA-AS1
RTCA
CDC14A
EXTL2
AC104506.1
SLC30A7
DPH5
AC093157.1
AL109741.1
S1PR1
LINC01709
RNPC3
AMY2B
PRMT6
NTNG1
VAV3
VAV3-AS1
LINC02785
SLC25A24
AL359258.2
FAM102B
HENMT1
AL160171.1
PRPF38B
STXBP3
AKNAD1
GPSM2
CLCC1
WDR47
TAF13
AL356488.3
TMEM167B
AL356488.2
KIAA1324
SARS
SORT1
PSMA5
ATXN7L2
CYB561D1
GNAI3
GNAT2
AMPD2
GSTM4
GSTM2
GSTM1
AC000032.1
GSTM5
GSTM3
CSF1
AHCYL1
STRIP1
AL160006.1
KCNC4
RBM15-AS1
RBM15
LAMTOR5-AS1
SLC16A4
AL355488.1
LAMTOR5
KCNA2
AL365361.1
KCNA3
CD53
AL360270.2
AL360270.1
LRIF1
AL360270.3
DRAM2
CEPT1
AL355816.2
DENND2D
CHI3L2
PIFO
OVGP1
WDR77
ATP5PB
C1orf162
TMIGD3
RAP1A
LINC01160
INKA2
INKA2-AS1
AL049557.1
DDX20
CTTNBP2NL
WNT2B
ST7L
CAPZA1
MOV10
AL603832.1
RHOC
PPM1J
SLC16A1
SLC16A1-AS1
LRIG2-DT
LRIG2
MAGI3
PHTF1
RSBN1
AL137856.1
PTPN22
AP4B1-AS1
AP4B1
DCLRE1B
HIPK1-AS1
HIPK1
TRIM33
BCAS2
DENND2C
AMPD1
NRAS
CSDE1
SIKE1
TSPAN2
LINC01765
VANGL1
SLC22A15
ATP1A1
ATP1A1-AS1
LINC01762
CD58
CD101
AL445231.1
TTF2
TRIM45
MAN1A2
AL157902.1
TENT5C
GDAP2
WDR3
TBX15
WARS2
WARS2-IT1
WARS2-AS1
ZNF697
PHGDH
NOTCH2
SEC22B
NBPF26
AC253572.2
LINC00623
FAM72B
SRGAP2C
SRGAP2-AS1
LINC02798
LINC02591
HIST2H3PS2
LINC02802
AC246785.3
NBPF15
SRGAP2B
AC245014.3
NBPF20
GPR89A
RNF115
POLR3C
NUDT17
PIAS3
ITGA10
PEX11B
RBM8A
LIX1L-AS1
LIX1L
ANKRD34A
POLR3GL
TXNIP
AC239799.2
LINC01719
NBPF10
NOTCH2NLA
AC245407.2
NBPF12
PRKAB2
AC242426.2
FMO5
CHD1L
LINC00624
BCL9
ACP6
GPR89B
NBPF11
LINC01138
AC245100.1
NBPF14
NUDT4B
PDE4DIP
NBPF9
AC245297.3
AC245297.2
NOTCH2NLC
NBPF19
AC242842.1
HIST2H2BF
HIST2H3D
HIST2H2AA4
AC239868.1
HIST2H2BE
HIST2H2AC
HIST2H2AB
BOLA1
SF3B4
OTUD7B
AC244033.2
VPS45
PLEKHO1
AC242988.2
ANP32E
APH1A
C1orf54
MRPS21
PRPF3
RPRD2
TARS2
FALEC
AL356356.1
ADAMTSL4
ADAMTSL4-AS1
MCL1
ENSA
GOLPH3L
HORMAD1
CTSS
CTSK
ARNT
SETDB1
CERS2
AL590133.1
MINDY1
PRUNE1
C1orf56
CDC42SE1
MLLT11
GABPB2
TNFAIP8L2
SCNM1
LYSMD1
VPS72
PIP5K1A
PSMD4
ZNF687-AS1
ZNF687
PI4KB
RFX5
AL391069.2
PSMB4
POGZ
CGN
TUFT1
AL365436.2
SNX27
AL391335.1
AL589765.7
MRPL9
OAZ3
TDRKH
TDRKH-AS1
C2CD4D
THEM4
AL450992.2
AL450992.3
S100A10
AL450992.1
S100A11
FLG-AS1
S100A6
S100A4
S100A13
AL162258.2
CHTOP
SNAPIN
ILF2
INTS3
SLC27A3
GATAD2B
AL358472.5
DENND4B
CRTC2
SLC39A1
CREB3L4
JTB
AL358472.2
RAB13
RPS27
NUP210L
TPM3
C1orf43
UBAP2L
HAX1
ATP8B2
IL6R-AS1
IL6R
UBE2Q1
ADAR
KCNN3
PMVK
AL451085.1
PBXIP1
PYGO2
AL451085.2
SHC1
CKS1B
FLAD1
ZBTB7B
ADAM15
EFNA4
EFNA3
EFNA1
SLC50A1
DPM3
KRTCAP2
TRIM46
MUC1
AC234582.1
THBS3
MTX1
GBA
FAM189B
SCAMP3
CLK2
HCN3
FDPS
RUSC1-AS1
RUSC1
ASH1L
ASH1L-AS1
AL353807.2
MSTO1
AL353807.5
YY1AP1
DAP3
GON4L
SYT11
RIT1
KHDC4
ARHGEF2
AL355388.2
AL355388.3
SSR2
UBQLN4
LAMTOR2
MEX3A
LMNA
SEMA4A
SLC25A44
PMF1
BGLAP
PAQR6
SMG5
TMEM79
GLMP
CCT3
TSACC
C1orf61
MEF2D
IQGAP3
TTC24
NAXE
GPATCH4
AL590666.2
NES
CRABP2
ISG20L2
RRNAD1
MRPL24
HDGF
PRCC
AL590666.5
SH2D2A
NTRK1
ARHGEF11
ETV3
FCRL5
FCRL4
FCRL3
AL356276.1
FCRL2
FCRL1
CD1D
CD1A
CD1C
MNDA
PYHIN1
IFI16
AIM2
CADM3
DUSP23
VSIG8
AL590560.3
CFAP45
TAGLN2
PIGM
AL121987.1
IGSF8
AL121987.2
PEA15
DCAF8
AL139011.1
PEX19
COPA
NCSTN
SLAMF6
AL138930.1
CD84
SLAMF1
AL121985.1
CD48
SLAMF7
LY9
CD244
F11R
TSTD1
USF1
ARHGAP30
KLHDC9
PFDN2
NIT1
DEDD
UFC1
AL590714.1
USP21
PPOX
B4GALT3
NDUFS2
TOMM40L
MPZ
SDHC
CFAP126
AL592295.4
AL592295.5
AL592295.3
FCGR2A
HSPA6
FCGR2B
FCRLA
FCRLB
DUSP12
AL359541.1
ATF6
UHMK1
AL596325.1
UAP1
DDR2
HSD17B7
AL592435.1
NUF2
AL356441.1
MGST3
ALDH9A1
TMCO1
TMCO1-AS1
UCK2
AL358115.1
FAM78B
AL596087.2
POGK
TADA1
AL451050.2
POU2F1
CD247
AL359962.3
CREG1
AL031733.2
RCSD1
MPZL1
ADCY10
MPC2
DCAF6
GPR161
TIPRL
SFT2D2
TBX19
ATP1B1
NME7
BLZF1
SLC19A2
Z99572.1
SELP
C1orf112
SELL
METTL18
SCYL3
KIFAP3
GORAB-AS1
GORAB
BX284613.2
MROH9
FMO1
FMO4
PRRC2C
MYOCOS
VAMP4
EEF1AKNMT
DNM3
PIGC
SUCO
TNFSF4
AL645568.1
PRDX6
KLHL20
CENPL
DARS2
GAS5
GAS5-AS1
ZBTB37
RC3H1
LINC02776
RABGAP1L-DT
RABGAP1L
Z99127.1
Z99127.4
CACYBP
MRPS14
KIAA0040
TNR
LINC02803
COP1
AL591043.2
RASAL2
CLEC20A
TEX35
C1orf220
AL137796.1
AL449106.1
RALGPS2
ANGPTL1
FAM20B
TOR3A
ABL2
SOAT1
AXDND1
TOR1AIP2
AL353708.3
TOR1AIP1
AL353708.1
CEP350
QSOX1
ACBD6
XPR1
STX6
MR1
IER5
CACNA1E
GLUL
RNASEL
RGS16
LINC01686
NPL
AL355999.1
DHX9
LAMC1
SMG7-AS1
SMG7
NCF2
ARPC5
RGL1
TSEN15
C1orf21
EDEM3
NIBAN1
RNF2
TRMT1L
SWT1
IVNS1ABP
AL078644.2
LINC01350
PRG4
TPR
ODR4
AL096803.2
ERVMER61-1
AL390957.1
AL136987.1
RGS1
RGS13
AL136454.1
RGS2
UCHL5
RO60
GLRX2
CDC73
B3GALT2
LINC01031
AL136456.1
ASPM
ZBTB41
DENND1B
AL365258.1
C1orf53
NEK7
AL450352.1
AL157402.1
PTPRC
AL157402.2
MIR181A1HG
NR5A2
LINC00862
AC104461.1
ZNF281
KIF14
DDX59
DDX59-AS1
CAMSAP2
GPR25
INAVA
KIF21B
TMEM9
PHLDA3
CSRP1
AC096677.1
NAV1
IPO9-AS1
IPO9
SHISA4
TIMM17A
RNPEP
ELF3-AS1
ELF3
ARL8A
PTPN7
UBE2T
PPP1R12B
KDM5B
PCAT6
RABIF
KLHL12
ADIPOR1
CYB5R1
TMEM183A
CHIT1
LINC01353
LINC01136
BTG2
FMOD
ATP2B4
LAX1
ZC3H11A
ZBED6
SNRPE
ETNK2
PLEKHA6
AL606489.1
PPP1R15B
PIK3C2B
MDM4
AL512306.3
LRRN2
AL512306.2
TMEM81
RBBP5
DSTYK
TMCC2
NUAK2
KLHDC8A
CDK18
MFSD4A
ELK4
SLC45A3
NUCKS1
RAB29
SLC41A1
AC119673.2
RHEX
FAM72A
SRGAP2
IKBKE
RASSF5
EIF2D
AL591846.2
DYRK3
MAPKAPK2
IL10
IL19
FCMR
PIGR
PFKFB2
YOD1
AL596218.1
CD55
CR2
CR1
AL137789.1
CR1L
CD46
MIR29B2CHG
PLXNA2
AC092810.4
HSD11B1-AS1
G0S2
TRAF3IP3
C1orf74
IRF6
UTP25
HHAT
KCNH1
RCOR3
TRAF5
AL590101.1
LINC00467
SLC30A1
NEK2
LPGAT1
LPGAT1-AS1
INTS7
DTL
PPP2R5A
AL360091.3
PACC1
AC092803.3
NENF
AC092803.1
ATF3
FAM71A
BATF3
NSL1
TATDN3
FLVCR1-DT
FLVCR1
VASH2
ANGEL2
RPS6KC1
PROX1
SMYD2
PTPN14
CENPF
KCTD3
ESRRG
GPATCH2
SPATA17
RRP15
TGFB2
LYPLAL1-DT
LYPLAL1
ZC3H11B
EPRS
BPNT1
IARS2
RAB3GAP2
MARK1
C1orf115
MARC2
MARC1
HLX-AS1
HLX
DUSP10
LINC01655
LINC02257
AL513314.2
TAF1A
TAF1A-AS1
MIA3
AL592148.3
AIDA
BROX
FAM177B
AL392172.2
AL392172.1
DISP1
CAPN2
TP53BP2
FBXO28
DEGS1
NVL
CNIH4
WDR26
CNIH3
DNAH14
LBR
AC092811.1
ENAH
SRP9
EPHX1
AL591895.1
TMEM63A
PYCR2
SDE2
AL512343.2
H3F3A
LINC01703
ACBD3
ACBD3-AS1
MIXL1
LIN9
PARP1
ITPKB
ITPKB-IT1
ITPKB-AS1
PSEN2
COQ8A
ZNF678
SNAP47
JMJD4
ARF1
C1orf35
MRPL55
AL136379.1
GUK1
GJC2
IBA57
OBSCN-AS1
OBSCN
AL353593.1
TRIM11
HIST3H2A
HIST3H2BB
RNF187
RAB4A
CCSAP
NUP133
AL121990.1
ABCB10
TAF5L
URB2
GALNT2
AL136988.2
COG2
C1orf198
AL118511.1
TTC13
ARV1
FAM89A
C1orf131
GNPAT
EXOC8
SPRTN
EGLN1
AL445524.1
TSNAX
LINC00582
DISC1
SIPA1L2
MAP10
NTPCR
PCNX2
MAP3K21
COA6-AS1
COA6
TARBP1
IRF2BP2
AL160408.2
AL160408.3
LINC01132
AL391832.4
AL391832.2
AL391832.3
TOMM20
RBM34
ARID4B
GGPS1
TBCE
TBCE.1
B3GALNT2
GNG4
LYST
GPR137B
ERO1B
EDARADD
LGALS8
LGALS8-AS1
AL359921.1
HEATR1
MTR
RGS7
AL359764.2
FH
KMO
OPN3
CHML
WDR64
EXO1
PLD5
CEP170
AL606534.1
SDCCAG8
AKT3
AKT3-IT1
ZBTB18
AL645465.1
ADSS
CATSPERE
DESI2
BX323046.2
COX20
HNRNPU
BX323046.1
AL356512.1
EFCAB2
KIF26B
SMYD3
TFB2M
CNST
AL591623.1
SCCPDH
LINC01341
AHCTF1
ZNF695
ZNF670
ZNF669
ZNF124
AL390728.6
AL390728.5
ZNF496
NLRP3
TRIM58
OR2T2
AC098483.1
SH3BP5L
ZNF672
ZNF692
PGBD2
SH3YL1
ACP1
ALKAL2
AC079779.2
TMEM18
AC092159.2
SNTG2
PXDN
EIPR1
TRAPPC12
ADI1
AC231981.1
RNASEH1
RNASEH1-AS1
AC108488.3
RPS7
COLEC11
CMPK2
RSAD2
RNF144A
LINC01814
ID2
KIDINS220
MBOAT2
ITGB1BP1
CPSF3
IAH1
ADAM17
AC080162.1
AC073195.1
YWHAQ
TAF1B
AC010969.2
GRHL1
AC104794.3
KLF11
CYS1
RRM2
HPCAL1
ODC1
ODC1-DT
NOL10
ATP6V1C2
AC092687.3
PDIA6
SLC66A3
ROCK2
E2F6
GREB1
LPIN1
MIR3681HG
AC009486.2
TRIB2
LINC00276
AC068286.2
NBAS
DDX1
AC104623.1
FAM49A
AC008164.1
SMC6
GEN1
RDH14
NT5C1B
LINC01376
LINC00954
TTC32
AC013400.1
WDR35
LAPTM4A
SDC1
PUM2
RHOB
HS1BP3
GDF7
LDAH
TDRD15
AC018742.1
AC011752.1
KLHL29
AC009242.1
ATAD2B
UBXN2A
MFSD2B
WDCP
FKBP1B
SF3B6
FAM228B
TP53I3
PFN4
FAM228A
ITSN2
AC009228.1
NCOA1
PTRHD1
CENPO
ADCY3
DNAJC27
DNAJC27-AS1
EFR3B
POMC
DNMT3A
DTNB
AC104699.1
ASXL2
KIF3C
RAB10
GAREM2
HADHA
HADHB
AC010896.1
ADGRF3
SELENOI
SLC35F6
CENPA
AC013472.2
MAPRE3
TMEM214
AGBL5
OST4
EMILIN1
KHK
ABHD1
PREB
SLC5A6
ATRAID
CAD
MPV17
GTF3C2
GTF3C2-AS1
AC074117.1
EIF2B4
SNX17
ZNF513
PPM1G
NRBP1
KRTCAP3
IFT172
ZNF512
CCDC121
GPN1
SUPT7L
SLC4A1AP
MRPL33
RBKS
BABAM2
AC093690.1
AC104695.2
FOSL2
PLB1
AC092164.1
PPP1CB
SPDYA
TRMT61B
WDR43
CLIP4
AC016907.2
YPEL5
LBH
LCLAT1
GALNT14
CAPN14
EHD3
MEMO1
DPY30
SPAST
AL121658.1
SLC30A6
YIPF4
BIRC6
BIRC6-AS1
AL133243.2
AL133243.3
TTC27
LINC00486
LTBP1
RASGRP3
AC020594.1
FAM98A
AC017050.1
LINC01320
AC008170.1
CRIM1
FEZ2
STRN
HEATR5B
GPATCH11
EIF2AK2
CEBPZOS
CEBPZ
AC007390.2
NDUFAF7
PRKD3
QPCT
AC006369.1
CDC42EP3
RMDN2
ATL2
LINC02613
AC016995.1
HNRNPLL
GALM
SRSF7
GEMIN6
DHX57
MORN2
SOS1
SOS1-IT1
CDKL4
MAP4K3
MAP4K3-DT
THUMPD2
SLC8A1-AS1
SLC8A1
AC083949.1
EML4
COX7A2L
MTA3
HAAO
LINC02580
AC010883.3
ZFP36L2
LINC01126
AC010883.1
THADA
PLEKHH2
DYNC2LI1
LRPPRC
AC019129.2
PPM1B
SLC3A1
PREPL
CAMKMT
SRBD1
PRKCE
EPAS1
ATP6V1E2
RHOQ
AC018682.1
PIGF
CRIPT
LINC01118
SOCS5
MCFD2
TTC7A
STPG4
CALM2
EPCAM-DT
MSH2
KCNK12
MSH6
FBXO11
AC079807.1
AC092650.1
FOXN2
AC093635.1
PPP1R21
NRXN1
ASB3
CHAC2
ERLEC1
PSME4
ACYP2
SPTBN1
EML6
RTN4
CLHC1
RPS27A
MTIF2
AC012358.3
CCDC88A
CFAP36
PPP4R3B
AC015982.2
PNPT1
EFEMP1
AC132153.1
VRK2
AC068193.1
FANCL
AC007100.1
AC007381.1
BCL11A
PAPOLG
LINC01185
REL
PUS10
PEX13
KIAA1841
AC016747.1
C2orf74
USP34
AC016727.1
XPO1
FAM161A
CCT4
AC107081.2
COMMD1
AC018462.1
B3GNT2
EHBP1
AC092567.1
AC007098.1
AC009501.3
WDPCP
MDH1
UGP2
VPS54
PELI1
AC012368.1
LINC00309
LGALSL-DT
LGALSL
AC008074.2
AFTPH
LINC02579
SERTAD2
AC007365.1
AC007880.1
LINC01800
LINC02245
SLC1A4
LINC02576
CEP68
RAB1A
ACTR2
SPRED2
AC007389.1
LINC01829
ETAA1
C1D
WDR92
PNO1
PPP3R1
AC017083.2
AC017083.1
PLEK
FBXO48
APLF
ARHGAP25
LINC01890
LINC01888
GFPT1
NFU1
AAK1
ANXA4
GMCL1
SNRNP27
MXD1
PCBP1-AS1
PCBP1
LINC01816
C2orf42
TIA1
PCYOX1
SNRPG
FAM136A
AC022201.2
TGFA
ADD2
ANKRD53
TEX261
NAGK
AC007881.3
MCEE
MPHOSPH10
PAIP2B
ZNF638
AC007878.1
EXOC6B
SPR
SFXN5
RAB11FIP5
SMYD5
PRADC1
CCT7
FBXO41
EGR4
ALMS1
ALMS1-IT1
TPRKB
DUSP11
STAMBP
AC073046.3
DGUOK
DGUOK-AS1
AC073046.1
TET3
AC073263.1
BOLA3
BOLA3-AS1
MOB1A
MTHFD2
SLC4A5
DCTN1
C2orf81
WDR54
RTKN
INO80B
WBP1
MOGS
AC005041.5
MRPL53
CCDC142
TTC31
LBX2
LBX2-AS1
PCGF1
DQX1
AUP1
HTRA2
LOXL3
DOK1
SEMA4F
HK2
POLE4
TACR1
AC007681.1
EVA1A
MRPL19
GCFC2
AC005034.6
SUCLG1
DNAH6
TRABD2A
TMSB10
AC022210.2
KCMF1
TCF7L1
TGOLN2
RETSAT
ELMOD3
CAPG
PARTICL
MAT2A
GGCX
VAMP8
VAMP5
RNF181
TMEM150A
USP39
C2orf68
ST3GAL5
ST3GAL5-AS1
POLR1A
PTCD3
IMMT
AC009309.1
MRPL35
KDM3A
CHMP3
AC015971.1
RNF103
RMND5A
CD8A
RGPD1
PLGLB1
AC092651.3
AC068279.2
LINC01943
CYTOR
AC133644.2
PLGLB2
RGPD2
AC108479.3
KRCC1
THNSL2
FOXI3
AC104134.1
EIF2AK3
EIF2AK3-DT
AC062029.1
RPIA
MAL
MRPS5
ZNF514
ZNF2
AC092835.1
FAHD2A
AC009237.14
LINC00342
ANKRD36C
GPAT2
ADRA2B
ASTL
DUSP2
AC012307.1
STARD7
STARD7-AS1
TMEM127
CIAO1
SNRNP200
AC021188.1
ITPRIPL1
NCAPH
AC013270.1
ARID5A
KANSL3
LMAN2L
CNNM4
CNNM3
ANKRD23
ANKRD39
SEMA4C
FAHD2B
ANKRD36
AC159540.2
AC092683.1
ANKRD36B
COX5B
ACTR1B
C2orf92
ZAP70
TMEM131
VWA3B
INPP4A
COA5
UNC50
MGAT4A
TSGA10
C2orf15
AC079447.1
LIPT1
MITD1
MRPL30
LYG1
TXNDC9
EIF5B
REV1
AC018690.1
AFF3
CHST10
PDCL3
